00:00:00,0,1,1
00:00:20,32,295,1
00:00:20,33,0,,
00:00:20,34,0,,
00:00:20,35,0,,
00:00:20,36,296,1
00:00:20,37,0,,
00:00:20,38,0,,
00:00:20,39,0,,
00:00:20,40,297,1
00:00:20,41,0,,
00:00:20,42,0,,
00:00:20,43,298,1
00:00:20,44,0,,
00:00:20,45,0,,
00:00:20,46,0,,
00:00:20,47,299,1
00:00:20,48,0,,
00:00:20,49,0,,
00:00:20,50,0,,
00:00:20,51,300,1
00:00:20,52,0,,
00:00:20,53,0,,
00:00:20,54,0,,
00:00:20,55,301,1
00:00:20,56,0,,
00:00:20,57,0,,
00:00:20,58,0,,
00:00:20,59,302,1
00:00:21,3,303,1
00:00:21,4,0,,
00:00:21,5,0,,
00:00:21,6,0,,
00:00:21,7,304,1
00:00:21,8,0,,
00:00:21,9,0,,
00:00:21,10,0,,
00:00:21,11,305,1
00:00:21,12,0,,
00:00:21,13,0,,
00:00:21,14,0,,
00:00:21,15,306,1
00:00:21,16,0,,
00:00:21,17,0,,
00:00:21,18,0,,
00:00:21,19,307,1
00:00:21,20,0,,
00:00:21,21,0,,
00:00:21,22,0,,
00:00:21,23,308,1
00:00:21,24,0,,
00:00:21,25,0,,
00:00:21,26,0,,
00:00:21,27,309,1
00:00:21,28,0,,
00:00:21,29,0,,
00:00:21,30,0,,
00:00:21,31,310,1
00:00:21,32,0,,
00:00:21,33,0,,
00:00:21,34,0,,
00:00:21,35,311,1
00:00:21,36,0,,
00:00:21,37,0,,
00:00:21,38,0,,
00:00:21,39,312,1
00:00:21,40,0,,
00:00:21,41,0,,
00:00:21,42,0,,
00:00:21,43,313,1
00:00:21,44,0,,
00:00:21,45,0,,
00:00:21,46,0,,
00:00:21,47,314,1
00:00:21,48,0,,
00:00:21,49,0,,
00:00:21,50,0,,
00:00:21,51,315,1
00:00:21,52,0,,
00:00:21,53,0,,
00:00:21,54,0,,
00:00:21,55,316,1
00:00:21,56,0,,
00:00:21,57,0,,
00:00:21,58,0,,
00:00:21,59,317,1
00:00:22,3,318,1
00:00:22,4,0,,
00:00:22,5,0,,
00:00:22,6,0,,
00:00:22,7,319,1
00:00:22,8,0,,
00:00:22,9,0,,
00:00:22,10,0,,
00:00:22,11,320,1
00:00:22,12,0,,
00:00:22,13,0,,
00:00:22,14,0,,
00:00:22,15,321,1
00:00:22,16,0,,
00:00:22,17,0,,
00:00:22,18,0,,
00:00:22,19,322,1
00:00:22,20,0,,
00:00:22,21,0,,
00:00:22,22,0,,
00:00:22,23,323,1
00:00:22,24,0,,
00:00:22,25,0,,
00:00:22,26,0,,
00:00:22,27,324,1
00:00:22,28,0,,
00:00:22,29,0,,
00:00:22,30,325,1
00:00:22,31,0,,
00:00:22,32,0,,
00:00:22,33,0,,
00:00:22,34,326,1
00:00:22,35,0,,
00:00:22,36,0,,
00:00:22,37,0,,
00:00:22,38,327,1
00:00:22,39,0,,
00:00:22,40,0,,
00:00:22,41,0,,
00:00:22,42,328,1
00:00:22,43,0,,
00:00:22,44,0,,
00:00:22,45,0,,
00:00:22,46,329,1
00:00:22,47,0,,
00:00:22,48,0,,
00:00:22,49,0,,
00:00:22,50,330,1
00:00:22,51,0,,
00:00:22,52,0,,
00:00:22,53,0,,
00:00:22,54,331,1
00:00:22,55,0,,
00:00:22,56,0,,
00:00:22,57,0,,
00:00:22,58,332,1
00:00:23,2,333,1
00:00:23,3,0,,
00:00:23,4,0,,
00:00:23,5,0,,
00:00:23,6,334,1
00:00:23,7,0,,
00:00:23,8,0,,
00:00:23,9,0,,
00:00:23,10,335,1
00:00:23,11,0,,
00:00:23,12,0,,
00:00:23,13,0,,
00:00:23,14,336,1
00:00:23,15,0,,
00:00:23,16,0,,
00:00:23,17,0,,
00:00:23,18,337,1
00:00:23,19,0,,
00:00:23,20,0,,
00:00:23,21,0,,
00:00:23,22,338,1
00:00:23,23,0,,
00:00:23,24,0,,
00:00:23,25,0,,
00:00:23,26,339,1
00:00:23,27,0,,
00:00:23,28,0,,
00:00:23,29,0,,
00:00:23,30,340,1
00:00:23,31,0,,
00:00:23,32,0,,
00:00:23,33,0,,
00:00:23,34,341,0
00:00:23,35,0,,
00:00:23,36,0,,
00:00:23,37,0,,
00:00:23,38,342,1
00:00:23,39,0,,
00:00:23,40,0,,
00:00:23,41,0,,
00:00:23,42,343,0
00:00:23,43,0,,
00:00:23,44,0,,
00:00:23,45,0,,
00:00:23,46,344,1
00:00:23,47,0,,
00:00:23,48,0,,
00:00:23,49,0,,
00:00:23,50,345,1
00:00:23,51,0,,
00:00:23,52,0,,
00:00:23,53,0,,
00:00:23,54,346,1
00:00:23,55,0,,
00:00:23,56,0,,
00:00:23,57,347,1
00:00:24,1,348,1
00:00:24,2,0,,
00:00:24,3,0,,
00:00:24,4,0,,
00:00:24,5,349,1
00:00:24,6,0,,
00:00:24,7,0,,
00:00:24,8,0,,
00:00:24,9,0,,
00:00:24,10,350,1
00:00:24,11,0,,
00:00:24,12,0,,
00:00:24,13,351,0
00:00:24,14,0,,
00:00:24,15,0,,
00:00:24,16,0,,
00:00:24,17,352,1
00:00:24,18,0,,
00:00:24,19,0,,
00:00:24,20,0,,
00:00:24,21,353,1
00:00:24,22,0,,
00:00:24,23,0,,
00:00:24,24,0,,
00:00:24,25,354,1
00:00:24,26,0,,
00:00:24,27,0,,
00:00:24,28,0,,
00:00:24,29,355,1
00:00:24,30,0,,
00:00:24,31,0,,
00:00:24,32,0,,
00:00:24,33,356,0
00:00:24,34,0,,
00:00:24,35,0,,
00:00:24,36,0,,
00:00:24,37,357,0
00:00:24,38,0,,
00:00:24,39,0,,
00:00:24,40,0,,
00:00:24,41,358,1
00:00:24,42,0,,
00:00:24,43,0,,
00:00:24,44,0,,
00:00:24,45,359,1
00:00:24,46,0,,
00:00:24,47,0,,
00:00:24,48,0,,
00:00:24,49,360,0
00:00:24,50,0,,
00:00:24,51,0,,
00:00:24,52,0,,
00:00:24,53,361,0
00:00:24,54,0,,
00:00:24,55,0,,
00:00:24,56,0,,
00:00:24,57,362,1
00:00:25,1,363,1
00:00:25,2,0,,
00:00:25,3,0,,
00:00:25,4,0,,
00:00:25,5,364,1
00:00:25,6,0,,
00:00:25,7,0,,
00:00:25,8,0,,
00:00:25,9,365,1
00:00:25,10,0,,
00:00:25,11,0,,
00:00:25,12,0,,
00:00:25,13,366,1
